Results for ./../../inputs_outputs/10000.cir with the trace in ./../../inputs_outputs/10000.run
U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
0 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
1 U U 1 U U U U U 0 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 0 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
0 U 1 1 U U U U U 0 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 1 U U U U 1 U 1 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 
0 U 1 0 U U U 0 0 0 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 1 U U U U 1 U 1 U U 1 U U U U U U U 1 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 1 U U U U U U U U U U 
0 1 0 1 U 0 U 0 1 0 U U U U U U U U U U U U U U U U U U 1 U U U U U U U U U U U 1 U U U U 1 U 0 U U 1 U U U U U U U 1 U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U 0 U U U 0 U U U U U U 
0 0 1 1 U 1 0 1 1 1 U U U U U U U U U U U U U U U U U U 0 U U U U U U U U U U U 0 U U U U 0 U 1 U U 0 U U U U U U U 1 U U U U U U U U U 0 U U U U U U U U U U U U U U U U U U U U 1 U 0 U 1 U U U U U U 
0 0 1 1 U 0 1 0 1 1 U U U U U U 0 U U U U U U U 1 U U U 1 U U U U U U U U U U U 1 U U U U 0 U 0 U U 0 U U U U U U U 0 U U U U U U U U U 0 U U U U U U U U U U U U U U U U U U U U 0 U 1 U 0 U U U U U U 
0 1 1 1 1 0 0 0 0 0 1 U U U U U 0 U U U U U U U 0 U 1 1 0 U U U U U U U U U U U 1 U U U U 0 U 0 U U 1 U U U U U U U 0 U U U U 1 U U U U 0 U U U U 1 U U U U U U U U U U U U U U U 0 U 1 1 1 U U U U U U 
0 1 1 1 1 0 0 0 0 0 1 U U U U U 1 U U U U U U 1 1 U 1 1 0 U U U U U 0 U U U U U 1 1 U U U 0 U 1 U U 0 U U U U U U U 1 U U U U 0 U U U U 0 U U U U 1 U U U U U U U U U U U U U U U 0 U 1 0 0 U U U U U U 
0 1 1 1 1 1 0 0 0 0 1 U U U U U 1 U U U U U U 0 0 U 0 1 1 0 U U U U 1 U U U U U 0 1 U U U 1 U 1 U U 1 U U U U U U U 0 U U U U 0 U U U U 1 U U U U 0 U U U U U U U U U U U U U U 0 0 U 0 0 0 U U U U U U 
1 0 0 0 1 0 0 1 0 1 1 U U U U U 0 U U U U U U 0 0 U 1 0 1 1 U 1 1 U 0 U U U 0 U 1 1 U U U 0 U 0 U U 1 1 U 1 U U U U 0 1 0 U U 0 U U U U 0 U U U U 1 U U U U U U U U U U 0 U U U 1 1 U 1 0 0 U U U U U U 
0 1 1 0 0 1 0 1 0 0 1 U U U U U 0 U U U U U U 0 1 U 1 1 0 1 U 1 0 U 1 U U U 1 U 1 1 U U U 1 U 1 U 1 0 1 U 1 U U U U 1 0 1 U U 1 U U U U 1 U U U U 0 U 1 U U U U U U U U 0 U U U 0 0 U 0 1 0 U U U U U U 
1 1 1 0 0 0 0 1 0 0 0 U U U 1 1 0 U U U U U U 0 0 U 1 0 0 1 U 1 1 U 1 U U U 0 U 1 0 U 1 U 0 U 0 U 1 0 0 U 1 1 U U 1 0 1 1 U U 1 U U U U 1 U U U U 0 U 1 U U 1 U U U U U 0 U U U 0 1 U 0 1 0 U U U U U U 
1 1 1 0 1 0 0 0 0 0 1 U 0 U 1 1 0 U U U 1 U U 1 0 U 1 1 0 0 U 1 1 1 1 U U U 1 0 1 1 U 0 U 1 0 1 U 1 1 0 U 1 0 U U 1 1 0 1 U 0 1 U U U U 0 U U U U 1 U 1 U U 1 U U U U U 1 U U U 1 1 U 0 1 0 U U U U U U 
1 1 1 1 1 0 0 0 0 0 1 U 0 U 1 0 0 U U U 0 U U 1 0 U 1 1 0 0 U 0 1 1 1 U 1 U 0 0 1 1 U 0 U 1 0 1 U 1 1 0 U 1 0 U U 1 0 0 1 U 0 1 U U U U 1 U U U U 1 U 1 U U 1 U U U U U 0 U U U 1 1 U 1 1 0 U U U U U U 
0 0 1 1 1 1 1 0 0 0 1 0 0 U 0 0 0 U U U 0 U U 0 0 U 1 1 1 0 U 0 1 1 1 U 0 U 1 0 1 0 U 0 U 1 0 1 U 1 1 0 U 1 0 U U 1 0 1 1 1 1 0 U U U U 1 U U U U 0 U 1 U U 1 U U U U U 0 U U U 0 0 0 1 1 0 U 1 U U U U 
0 1 1 1 1 1 0 0 0 1 1 0 1 U 1 0 0 U U U 0 U U 1 0 U 1 1 0 0 1 0 0 1 1 U 1 U 0 1 1 1 U 1 U 0 1 0 U 1 1 0 U 1 1 U U 1 0 1 1 1 1 1 U U U U 0 U U U U 1 U 0 U U 1 U U U U U 0 U U U 1 1 0 1 1 0 U 1 U U U U 
0 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 U U U 0 U 1 0 0 U 1 0 1 1 1 1 1 1 0 0 1 U 1 1 1 1 U 1 U 1 0 0 U 1 1 0 U 1 0 U U 0 1 0 1 1 0 0 U U U U 0 U U U U 1 U 1 U U 1 U U U U U 0 U U U 1 1 0 1 0 0 U 1 U U U U 
1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 U U U 1 1 1 0 0 U 1 1 1 0 1 0 0 0 1 1 1 U 1 0 0 0 U 0 0 0 0 1 U 0 0 0 U 1 0 U U 0 1 1 0 1 0 1 U U U U 1 U U U 1 1 U 0 U 0 1 U U 0 U U 0 U U U 1 1 0 1 1 0 U 1 U U U U 
0 1 1 0 1 0 1 0 0 0 1 1 1 0 1 0 0 U U U 1 1 0 0 1 U 1 0 0 1 1 0 0 1 1 1 0 U 0 1 1 0 U 1 0 1 0 0 U 1 1 0 U 1 0 U U 1 1 1 1 0 0 0 U U 0 U 0 U U U 0 1 U 1 U 0 1 U 0 1 U U 0 U U 0 0 0 0 0 0 0 U 1 U U U 1 
0 1 1 0 1 0 0 0 0 0 1 1 0 0 1 1 0 U U U 1 1 0 0 0 U 1 0 0 0 1 1 1 1 0 1 0 1 0 1 1 0 U 0 0 0 1 0 U 1 0 0 U 1 0 U U 1 1 0 1 1 0 0 U U 1 U 0 U U U 0 1 U 0 U 0 1 U 1 1 U U 0 U U 1 0 1 0 1 0 0 0 1 U U U 1 
0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 1 0 U U U 1 1 0 1 0 U 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 U 1 0 1 0 0 U 1 0 0 U 1 0 U U 1 0 0 1 1 1 0 U U 1 U 0 U U U 1 1 U 1 U 0 1 U 1 1 U U 0 U U 1 0 0 0 0 1 0 0 1 U U U 0 
0 0 1 1 1 1 0 0 0 0 1 1 0 1 1 1 0 U U U 0 1 1 0 1 U 1 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 U 1 0 0 0 1 U 0 0 0 U 1 0 U U 1 0 1 0 1 0 1 U U 1 U 0 U 1 U 1 0 U 1 1 0 1 U 1 1 U U 1 U U 1 0 1 0 0 0 0 0 1 U U U 1 
0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 1 0 U U U 1 1 0 0 1 U 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 U 1 0 1 0 1 U 1 1 0 0 1 1 U 1 0 1 0 0 1 0 0 U 1 1 U 1 U 1 U 1 1 U 1 1 0 1 U 0 1 U U 0 U 0 1 1 1 0 0 0 0 0 1 U U U 0 
0 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0 1 U U 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 0 1 1 0 0 0 1 U 1 0 0 0 0 U 0 0 0 0 1 0 U 1 1 1 0 0 1 0 1 U 0 1 U 0 U 1 U 0 1 U 1 1 0 1 U 0 0 U U 0 U 1 1 0 0 0 0 1 0 0 1 U U U 0 
0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 1 U 1 0 1 0 0 U 0 0 0 1 1 0 U 1 1 0 0 1 1 0 0 U 1 0 U 1 U 1 U 0 0 U 0 1 0 1 U 0 0 U U 0 U 1 1 0 1 0 0 1 0 0 1 U U U 1 
0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 U 0 0 1 0 1 0 0 1 0 0 1 1 1 0 1 U 0 1 U 0 U 1 U 0 0 U 0 1 0 0 U 0 0 U U 0 0 1 0 0 1 0 0 1 0 0 1 U U U 1 
